,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
3605434,264,TRANSFER,627586.04,C1202568375,627586.04,0.0,C1928207921,0.0,0.0,1
6131927,543,CASH_OUT,74436.56,C1022475357,74436.56,0.0,C1086411656,201151.33,275587.89,1
2847839,227,CASH_IN,399355.85,C636513217,56540.0,455895.85,C1981135066,0.0,0.0,0
6201879,580,CASH_OUT,105861.07,C1311418994,105861.07,0.0,C294852221,39230.5,145091.57,1
1678626,159,TRANSFER,301193.32,C2089040405,301193.32,0.0,C1669420376,0.0,0.0,1
4928470,350,CASH_IN,71308.46,C446058106,3907853.94,3979162.4,C1951522319,1534433.41,1463124.95,0
4664821,330,CASH_IN,144603.0,C1531738005,29587.53,174190.53,C291084293,22326428.14,22181825.14,0
4690244,331,PAYMENT,8622.05,C1152027966,0.0,0.0,M1708526819,0.0,0.0,0
4664732,330,PAYMENT,32972.47,C1086667755,0.0,0.0,M1397877876,0.0,0.0,0
2632674,209,CASH_OUT,70771.15,C886484690,480.0,0.0,C1234365027,129538.49,200309.64,0
203442,13,PAYMENT,15454.93,C868003440,30235.0,14780.07,M873160069,0.0,0.0,0
6292106,664,TRANSFER,4651.43,C390569231,4651.43,0.0,C1354246333,0.0,0.0,1
1980205,179,CASH_OUT,164244.01,C1678744425,0.0,0.0,C644653850,2414085.24,2578329.25,0
1495623,142,CASH_IN,56786.15,C595383858,3458332.76,3515118.91,C835612770,71750.06,14963.91,0
6200559,576,TRANSFER,511389.5,C1343655030,511389.5,0.0,C1411383152,0.0,0.0,1
4785643,340,CASH_OUT,4677358.76,C171367749,4677358.76,0.0,C725544013,0.0,4677358.76,1
1070153,127,CASH_OUT,426532.4,C326519862,426532.4,0.0,C1092771337,94613.13,521145.53,1
6265402,614,TRANSFER,1760546.42,C1088953639,1760546.42,0.0,C290813030,0.0,0.0,1
6308317,686,CASH_IN,206956.5,C2083956741,22170.0,229126.5,C802491173,5860.19,0.0,0
1932230,176,CASH_OUT,106642.43,C971898032,106642.43,0.0,C1932810385,4622.5,111264.92,1
2515351,205,TRANSFER,379070.8,C453015699,0.0,0.0,C1700082187,780445.03,1159515.83,0
6000797,426,TRANSFER,515453.7,C127648288,239.0,0.0,C298512902,9914948.13,10430401.83,0
1749294,161,CASH_IN,172212.78,C779657418,3180227.52,3352440.3,C595026492,190362.13,18149.34,0
6312187,686,TRANSFER,160088.68,C489042260,160088.68,0.0,C1106727089,0.0,0.0,1
3574582,261,TRANSFER,196561.69,C1808233473,196561.69,0.0,C333956896,0.0,0.0,1
12180,7,CASH_OUT,164.0,C1173659886,164.0,0.0,C1769947269,4068.0,0.0,1
6353755,707,CASH_OUT,2331777.94,C981538757,2331777.94,0.0,C1704168344,0.0,2331777.94,1
2568138,206,TRANSFER,235750.53,C587951461,235750.53,0.0,C1789153045,0.0,0.0,1
5987906,410,TRANSFER,4900487.15,C688119342,4900487.15,0.0,C1773365552,0.0,0.0,1
1026292,48,TRANSFER,147267.01,C1261933788,147267.01,0.0,C1058127621,0.0,0.0,1
4126657,302,CASH_OUT,275824.54,C111020881,124840.0,0.0,C2145773138,0.0,275824.54,0
3294390,252,PAYMENT,11225.93,C1940520212,49666.0,38440.07,M1849782805,0.0,0.0,0
5782685,400,TRANSFER,460689.45,C1590287845,460689.45,0.0,C1509813077,0.0,0.0,1
5987697,409,CASH_OUT,3260215.75,C1978325769,3260215.75,0.0,C297774281,0.0,3260215.75,1
5286748,373,CASH_IN,407799.76,C502753867,8490.0,416289.76,C1403422059,9818575.86,9410776.1,0
3019505,233,PAYMENT,3189.34,C878952326,307765.99,304576.65,M966896702,0.0,0.0,0
3397452,255,CASH_OUT,94944.64,C1095252117,0.0,0.0,C52024429,287150.76,382095.39,0
4553281,327,DEBIT,21972.44,C1228709342,21016.0,0.0,C1917006906,195415.03,217387.47,0
6112702,526,TRANSFER,377038.53,C57383792,377038.53,0.0,C474654746,0.0,0.0,1
5090524,355,CASH_OUT,322807.83,C1237844671,1590.0,0.0,C2117528372,180740.89,503548.72,0
4771881,335,CASH_IN,283915.14,C1972498319,15520.0,299435.14,C547731530,547809.32,263894.18,0
5178260,359,CASH_OUT,1539.55,C1709884439,0.0,0.0,C1807450040,4017720.62,4019260.18,0
848049,41,CASH_OUT,43003.01,C2131327484,262.0,0.0,C1851618879,115718.61,158721.61,0
2368942,191,TRANSFER,114743.39,C1822241630,114743.39,0.0,C1691662362,0.0,0.0,1
5980628,408,TRANSFER,313936.67,C809683747,313936.67,0.0,C1317216992,0.0,0.0,1
1511328,148,TRANSFER,288032.02,C1287690661,288032.02,0.0,C89259074,0.0,0.0,1
1030272,51,CASH_OUT,1170282.92,C555990868,1170282.92,0.0,C1318550066,173264.14,1343547.06,1
6127445,541,TRANSFER,108755.28,C172956459,108755.28,0.0,C249062179,0.0,0.0,1
6346287,694,TRANSFER,292815.44,C4952914,292815.44,0.0,C902467451,0.0,0.0,1
651402,35,PAYMENT,12346.06,C1456239665,55598.51,43252.44,M2000946777,0.0,0.0,0
1054795,96,PAYMENT,1033.0,C1608416077,11493.0,10460.0,M935160459,0.0,0.0,0
324432,16,PAYMENT,25620.27,C1962573813,206118.0,180497.73,M599000402,0.0,0.0,0
2537640,205,CASH_IN,302716.88,C1359141664,20515.0,323231.88,C1028038365,0.0,0.0,0
3850825,282,CASH_OUT,39966.13,C2060523972,14612.0,0.0,C1533358390,141195.56,181161.7,0
1647518,158,TRANSFER,171456.83,C970953721,171456.83,0.0,C574361249,0.0,0.0,1
284486,15,PAYMENT,12030.39,C1264492232,25311.0,13280.61,M177306289,0.0,0.0,0
4099526,301,CASH_OUT,51754.88,C988862855,4224.0,0.0,C2022910138,87065.17,138820.05,0
64737,9,TRANSFER,1944626.74,C1513257424,0.0,0.0,C984805074,3039985.97,4984612.71,0
829862,41,CASH_OUT,93523.55,C1484986268,0.0,0.0,C1282666712,199796.7,293320.25,0
3747539,279,PAYMENT,3360.56,C1226355256,35957.0,32596.44,M1483372642,0.0,0.0,0
4716751,332,CASH_OUT,48558.98,C79263714,4.0,0.0,C88318033,426034.77,474593.76,0
8402,7,CASH_IN,123226.55,C202016647,3783680.89,3906907.44,C769342184,13255409.06,12450400.32,0
3201343,249,CASH_IN,38913.75,C1206230092,90801.0,129714.75,C1753945565,84724.2,45810.45,0
611929,34,TRANSFER,706285.18,C700386309,212288.0,0.0,C14576684,1308289.62,2014574.8,0
108861,11,PAYMENT,14596.27,C188379912,0.0,0.0,M232859426,0.0,0.0,0
6189311,570,TRANSFER,3712.11,C940426725,3712.11,0.0,C2024297782,0.0,0.0,1
1424208,139,CASH_OUT,112512.87,C1687097347,49527.0,0.0,C1381408682,42803.06,155315.93,0
4915600,349,CASH_OUT,1398633.34,C1656635243,1398633.34,0.0,C1235306495,0.0,1398633.34,1
5244480,371,TRANSFER,421149.79,C1434962728,0.0,0.0,C1675857899,510056.6,931206.39,0
6166759,551,CASH_OUT,3227.06,C1441570263,3227.06,0.0,C1115712953,110314.88,113541.94,1
2202996,185,CASH_OUT,417858.93,C1889706373,19837.0,0.0,C2133175511,37173.59,455032.51,0
2710521,211,CASH_OUT,91941.23,C220644375,59964.0,0.0,C808899323,37345.92,129287.16,0
2324508,188,TRANSFER,237642.64,C467245091,237642.64,0.0,C714852776,0.0,0.0,1
6281473,646,CASH_OUT,6468916.64,C1530429651,6468916.64,0.0,C188203281,35684.9,6504601.55,1
927236,43,DEBIT,3290.44,C1396667198,201933.0,198642.56,C2018899358,1648900.96,1652191.4,0
576372,32,TRANSFER,604933.67,C1769820937,604933.67,0.0,C1536446312,0.0,0.0,1
6064996,508,TRANSFER,218350.42,C1965622293,218350.42,0.0,C632271407,0.0,0.0,1
3048669,234,CASH_IN,344950.4,C1286728157,807823.88,1152774.28,C545827266,626658.67,281708.27,0
691754,36,PAYMENT,7617.38,C1104738037,213260.23,205642.86,M1346714352,0.0,0.0,0
6166262,551,TRANSFER,150924.76,C1104531414,150924.76,0.0,C1502819168,0.0,0.0,1
3409628,255,CASH_IN,34241.22,C1962902147,0.0,34241.22,C915431115,2048855.3,2014614.08,0
6351188,699,TRANSFER,162326.52,C1557504343,162326.52,0.0,C404511346,0.0,0.0,1
3023147,233,TRANSFER,37357.32,C1908599999,37357.32,0.0,C232254728,0.0,0.0,1
6039455,481,TRANSFER,548677.33,C703367289,548677.33,0.0,C428179224,0.0,0.0,1
1034627,93,TRANSFER,3723738.06,C1553979696,3723738.06,0.0,C537828065,0.0,0.0,1
2317580,188,TRANSFER,1176301.8,C1323123213,0.0,0.0,C1093696567,1630237.89,2806539.69,0
5988260,415,CASH_OUT,3242183.64,C1457562899,3242183.64,0.0,C507441404,0.0,3242183.64,1
1150670,131,CASH_OUT,263654.58,C1866465064,212987.0,0.0,C964446170,416424.95,680079.53,0
3980244,297,CASH_OUT,37191.27,C1103085939,0.0,0.0,C156817743,769659.03,806850.31,0
3825386,282,CASH_OUT,656341.31,C1817833931,0.0,0.0,C2021558187,1081140.84,1737482.15,0
3610981,269,TRANSFER,1314897.11,C353673917,1314897.11,0.0,C1556017214,0.0,0.0,1
5563720,387,CASH_OUT,143501.7,C15251711,143501.7,0.0,C1054326856,794640.25,938141.95,1
6261066,609,TRANSFER,76133.19,C479649158,76133.19,0.0,C1258331741,0.0,0.0,1
1932211,174,TRANSFER,18887.22,C269586654,18887.22,0.0,C229186362,0.0,0.0,1
5337109,374,PAYMENT,12855.88,C1086291201,0.0,0.0,M567422328,0.0,0.0,0
1503392,143,CASH_OUT,810599.16,C1150396076,810599.16,0.0,C1385705037,971634.6,1782233.77,1
1511387,152,CASH_OUT,2175288.9,C1157904432,2175288.9,0.0,C2053528255,92900.39,2268189.29,1
6205437,586,TRANSFER,10000000.0,C1198427314,10353874.22,353874.22,C532935388,0.0,0.0,1
6266286,615,CASH_OUT,56510.5,C177838089,56510.5,0.0,C2141549007,4455203.05,4511713.55,1
6259928,603,TRANSFER,4099382.36,C371063342,4099382.36,0.0,C1426227397,0.0,0.0,1
6238723,594,CASH_OUT,7103.02,C134622100,496078.0,488974.98,C1753045731,191075.57,198178.59,0
461479,19,CASH_IN,69766.72,C713396308,13735.0,83501.72,C2131748935,396354.95,326588.23,0
5604918,394,CASH_OUT,173734.55,C557860862,0.0,0.0,C531858727,13554690.83,13728425.38,0
343168,16,PAYMENT,34682.86,C1588953027,23827.38,0.0,M1320137820,0.0,0.0,0
4956519,351,CASH_OUT,283802.07,C1950128675,0.0,0.0,C474161611,391044.19,674846.27,0
6246334,596,CASH_OUT,50595.98,C699745406,0.0,0.0,C1044785183,1034003.69,1084599.67,0
2045828,181,TRANSFER,12278.0,C1274609372,12278.0,0.0,C1409623409,0.0,0.0,1
3611020,272,CASH_OUT,253672.83,C1723448657,253672.83,0.0,C413656586,0.0,253672.83,1
4091948,301,TRANSFER,2295473.43,C923200389,0.0,0.0,C950395339,5071152.85,7366626.27,0
812964,40,TRANSFER,482305.72,C280163,0.0,0.0,C959372332,5440442.77,5922748.49,0
1639179,157,TRANSFER,2498837.82,C1635910106,2498837.82,0.0,C556652352,0.0,0.0,1
3170215,238,PAYMENT,6865.74,C212071115,206718.0,199852.26,M725709843,0.0,0.0,0
3269813,251,TRANSFER,450760.2,C1432626074,0.0,0.0,C1980653895,11227909.22,11579342.83,0
3339598,253,PAYMENT,58089.4,C528542323,29726.0,0.0,M1853897930,0.0,0.0,0
6020359,465,CASH_OUT,563388.67,C1205919663,563388.67,0.0,C1646816538,0.0,563388.67,1
1826,1,PAYMENT,7848.22,C1333529571,402672.0,394823.78,M212232499,0.0,0.0,0
6362369,723,CASH_OUT,2232257.71,C684925403,2232257.71,0.0,C855824878,819923.42,3052181.14,1
6281702,649,TRANSFER,733119.42,C881360677,733119.42,0.0,C41986446,0.0,0.0,1
5747079,399,CASH_IN,213005.06,C1340925079,4416.0,217421.06,C1925922819,127245.18,0.0,0
6258257,599,CASH_IN,262136.49,C1719832643,10793.0,272929.49,C1758617367,0.0,0.0,0
6051524,494,TRANSFER,3642569.29,C964891508,3642569.29,0.0,C262568847,0.0,0.0,1
1030728,87,CASH_OUT,1083860.21,C202343880,1083860.21,0.0,C1389958255,0.0,1083860.21,1
2887342,228,PAYMENT,53598.74,C1117822112,32831.0,0.0,M1722421547,0.0,0.0,0
4221866,306,CASH_OUT,267536.63,C1793390170,0.0,0.0,C1158416856,366923.33,634459.97,0
5312889,373,TRANSFER,82750.0,C1893124712,82750.0,0.0,C199658774,0.0,0.0,1
6307251,684,CASH_OUT,145121.52,C1930132196,1278.0,0.0,C1775406893,1968805.08,2113926.6,0
2367108,191,PAYMENT,10322.98,C1235201087,50091.0,39768.02,M1853193752,0.0,0.0,0
6199131,574,CASH_IN,25009.06,C2041344190,2200878.41,2225887.47,C65535199,221820.78,196811.72,0
224092,14,TRANSFER,305588.88,C1819126898,0.0,0.0,C1572966944,3764732.77,4070321.65,0
6064975,506,CASH_OUT,575082.97,C307372020,575082.97,0.0,C1513349035,0.0,575082.97,1
1059679,116,CASH_OUT,522465.43,C1864714673,522465.43,0.0,C64133603,1116912.37,1639377.8,1
2133407,183,CASH_OUT,219542.09,C1280136380,0.0,0.0,C1264832331,416205.31,635747.4,0
3947219,286,CASH_OUT,97091.24,C36219059,97091.24,0.0,C1248865150,88247.71,185338.95,1
1932220,174,CASH_OUT,1536245.52,C1771922925,1536245.52,0.0,C1040401356,682568.09,2218813.6,1
4108624,302,CASH_OUT,162985.35,C627520532,0.0,0.0,C2097226941,330301.83,493287.18,0
3416364,256,CASH_OUT,527115.01,C1339472360,10957.0,0.0,C818038637,0.0,527115.01,0
4875918,348,PAYMENT,22244.5,C495151002,0.0,0.0,M799231956,0.0,0.0,0
3144802,236,CASH_OUT,6597.9,C550777801,0.0,0.0,C533587219,262708.18,269306.08,0
3972354,297,PAYMENT,23645.1,C991106337,15354.0,0.0,M260118725,0.0,0.0,0
581616,33,CASH_OUT,161491.71,C292180277,219.0,0.0,C1136419747,4180980.04,4342471.75,0
130163,11,PAYMENT,580.68,C903805902,0.0,0.0,M456108916,0.0,0.0,0
440799,18,CASH_IN,106797.45,C1143488369,6091.0,112888.45,C692583106,0.0,0.0,0
1804153,162,PAYMENT,535.02,C227183852,669680.0,669144.98,M167839603,0.0,0.0,0
1030492,68,CASH_OUT,3512572.72,C451243683,3512572.72,0.0,C958253769,111846.62,3624419.34,1
3610967,268,TRANSFER,1070857.97,C526265092,1070857.97,0.0,C217951439,0.0,0.0,1
2697091,211,CASH_OUT,5689516.13,C2094963184,5689516.13,0.0,C373225070,1826357.61,7515873.74,1
3958615,289,CASH_OUT,3374.25,C501091944,3374.25,0.0,C540962810,94021.36,97395.6,1
241948,14,CASH_OUT,143032.0,C465166521,143032.0,0.0,C487776685,814654.61,1020323.73,1
6276605,638,CASH_OUT,1559540.62,C1776782746,1559540.62,0.0,C915520756,100482.9,1660023.52,1
3771649,280,CASH_IN,120790.44,C1129384341,149760.0,270550.44,C1661325439,0.0,0.0,0
6322613,688,PAYMENT,4627.16,C1127856164,30657.0,26029.84,M1087135433,0.0,0.0,0
1559645,154,PAYMENT,18725.33,C1871274080,11139.17,0.0,M1493442019,0.0,0.0,0
6127439,541,TRANSFER,3297243.38,C411433616,3297243.38,0.0,C1948800216,0.0,0.0,1
3626259,274,TRANSFER,188441.76,C194292949,188441.76,0.0,C182280764,0.0,0.0,1
4269571,307,TRANSFER,222735.34,C1044355469,222735.34,0.0,C1424892116,0.0,0.0,1
4287088,307,CASH_OUT,117791.01,C713749569,45001.0,0.0,C665043306,0.0,117791.01,0
1015713,47,TRANSFER,2249574.01,C853837808,2249574.01,0.0,C1750636426,0.0,0.0,1
1070159,127,CASH_OUT,6910926.92,C1401275229,6910926.92,0.0,C50368712,2645322.19,9556249.11,1
5764722,400,PAYMENT,10616.61,C833185764,169060.68,158444.07,M1897347658,0.0,0.0,0
3905597,284,CASH_OUT,164502.06,C776645949,164502.06,0.0,C1837471455,252850.62,417352.68,1
4176880,304,TRANSFER,8354070.55,C247840224,17533.01,0.0,C385245350,12280095.48,20634166.03,0
3761243,279,CASH_OUT,146619.1,C698625403,10711.0,0.0,C1260546763,0.0,146619.1,0
6242406,595,PAYMENT,25295.84,C1811024893,38188.32,12892.48,M1153506227,0.0,0.0,0
1030709,86,TRANSFER,10000000.0,C1843531771,18931607.89,8931607.89,C632110164,0.0,0.0,1
6186773,568,TRANSFER,7365106.76,C22695246,7365106.76,0.0,C750661088,0.0,0.0,1
311016,16,TRANSFER,634773.79,C1376219977,0.0,0.0,C493503648,1090758.94,1919015.02,0
6116736,528,CASH_OUT,2173367.35,C662152824,2173367.35,0.0,C1412203460,476131.89,2649499.24,1
3204445,249,CASH_IN,38831.0,C599337080,11421.0,50252.0,C173304243,0.0,227027.26,0
5378153,376,PAYMENT,13299.73,C1972423716,0.0,0.0,M159466943,0.0,0.0,0
123883,11,CASH_OUT,97964.87,C276262671,91601.64,0.0,C150976167,598.0,98562.87,0
4372148,310,CASH_OUT,93341.64,C2137383297,201861.0,108519.36,C665333769,286644.93,379986.57,0
2382141,196,CASH_OUT,288148.22,C1539629881,288148.22,0.0,C920916112,257719.2,545867.42,1
6259949,605,CASH_OUT,147230.63,C1675751864,147230.63,0.0,C1378762120,0.0,147230.63,1
6051521,494,CASH_OUT,7078157.11,C151517061,7078157.11,0.0,C51144678,6398391.47,13476548.58,1
1877425,164,CASH_OUT,67089.82,C536000532,1096.0,0.0,C1871084478,0.0,67089.82,0
3320173,253,PAYMENT,11089.1,C1273853190,131306.15,120217.05,M1013227884,0.0,0.0,0
2059856,181,CASH_OUT,42274.62,C444610766,29912.0,0.0,C72036369,214036.38,256311.0,0
3474841,258,TRANSFER,374131.51,C1605529909,190513.96,0.0,C890410950,987024.04,1361155.54,0
426854,18,CASH_IN,139504.09,C1073815598,313908.32,453412.41,C1162112921,1650974.21,1511470.13,0
3848621,282,CASH_IN,292294.81,C1611433163,15160025.57,15452320.38,C1062918584,578677.22,286382.41,0
2120589,183,CASH_OUT,442761.99,C672750863,14381.0,0.0,C1264405560,0.0,442761.99,0
6201232,577,PAYMENT,21616.77,C845585778,5452.01,0.0,M1194704392,0.0,0.0,0
5072054,355,TRANSFER,5338162.8,C622353866,5338162.8,0.0,C955190047,0.0,0.0,1
5344633,375,CASH_OUT,79133.99,C254658105,40220.0,0.0,C1698577928,668370.13,747504.12,0
1070155,127,CASH_OUT,829012.31,C954045856,829012.31,0.0,C1422327407,0.0,829012.31,1
5293161,373,TRANSFER,4294676.05,C975117365,4294676.05,0.0,C1981314185,0.0,0.0,1
868424,42,TRANSFER,1331268.36,C4985366,108.0,0.0,C1466545525,115556.27,1446824.62,0
2719876,211,PAYMENT,634.15,C990443876,0.0,0.0,M1327900916,0.0,0.0,0
2251701,187,PAYMENT,4310.43,C121315759,0.0,0.0,M1679581507,0.0,0.0,0
5715321,398,CASH_IN,555956.67,C678901950,26287071.46,26843028.12,C1211084233,774156.73,218200.06,0
5545612,382,PAYMENT,14158.9,C211857392,118934.0,104775.1,M618414982,0.0,0.0,0
2463566,203,CASH_OUT,322653.78,C251923715,78.0,0.0,C1681771313,4106200.65,4428854.43,0
174441,12,CASH_OUT,520646.17,C1949263548,62234.0,0.0,C84649163,473505.81,1504933.65,0
229307,14,PAYMENT,6806.2,C917618127,54033.73,47227.54,M1108712171,0.0,0.0,0
4016822,299,CASH_IN,89683.76,C790802678,21915.0,111598.76,C1330743541,564885.03,475201.27,0
1133450,131,CASH_IN,495329.97,C744872141,11414.0,506743.97,C1599934051,7567.28,0.0,0
5912924,404,PAYMENT,4658.49,C331029334,69349.0,64690.51,M1904167052,0.0,0.0,0
4986175,352,PAYMENT,25931.91,C1997730645,152372.34,126440.43,M486632011,0.0,0.0,0
3555042,260,CASH_OUT,213349.88,C1043614994,46508.9,0.0,C409821235,6577851.65,6791201.52,0
3281150,251,CASH_OUT,200808.42,C1329678708,0.0,0.0,C558120087,1516610.82,1717419.24,0
725133,37,CASH_OUT,5979556.06,C1240594546,5979556.06,0.0,C579897687,0.0,5979556.06,1
81628,10,CASH_OUT,15851.76,C448807862,0.0,0.0,C1261309973,46366.07,62217.84,0
5506814,380,TRANSFER,3070709.95,C739766096,3070709.95,0.0,C2100602462,0.0,0.0,1
4881849,348,TRANSFER,142715.07,C2128296951,142715.07,0.0,C1202616415,0.0,0.0,1
4785652,341,TRANSFER,414394.38,C934172571,414394.38,0.0,C97161291,0.0,0.0,1
5474292,379,CASH_OUT,83080.5,C1054836227,0.0,0.0,C837588739,10398750.8,10481831.3,0
459024,19,CASH_OUT,378908.13,C1655903852,10841.0,0.0,C1635092282,0.0,378908.13,0
2936415,229,CASH_OUT,47950.18,C1351954181,0.0,0.0,C813438075,938167.45,986117.63,0
784034,39,PAYMENT,16919.68,C492380548,0.0,0.0,M169925960,0.0,0.0,0
6294044,669,TRANSFER,5388834.64,C2045535389,5388834.64,0.0,C1440223571,0.0,0.0,1
5349773,375,CASH_OUT,42152.96,C157398552,73010.0,30857.04,C753078358,0.0,42152.96,0
6008423,434,CASH_OUT,32671.88,C640831254,32671.88,0.0,C1389084287,164307.14,196979.02,1
6266032,614,PAYMENT,15734.32,C319646182,15659.0,0.0,M181215814,0.0,0.0,0
1030341,58,TRANSFER,6501303.14,C2083819202,6501303.14,0.0,C1581398768,0.0,0.0,1
6151471,546,TRANSFER,892598.38,C643129469,105608.0,0.0,C1959134815,0.0,892598.38,0
493818,20,CASH_IN,224678.3,C556365294,1388.0,226066.3,C2112027046,179529.28,0.0,0
189327,13,CASH_OUT,65766.71,C1233826444,75619.0,9852.29,C7801771,1032477.05,1353683.12,0
2188856,185,CASH_OUT,77793.64,C71638551,593.0,0.0,C174595639,1506373.8,1584167.44,0
4194408,305,CASH_OUT,157473.56,C489882330,0.0,0.0,C249178347,1870725.75,2028199.31,0
6362354,722,TRANSFER,444766.43,C1510579815,444766.43,0.0,C710501124,0.0,0.0,1
1059641,111,CASH_OUT,98692.72,C982480526,98692.72,0.0,C1665025289,67599.16,166291.88,1
5590862,394,CASH_OUT,153730.78,C754812400,0.0,0.0,C1098715461,4170930.63,4324661.4,0
6044581,491,CASH_OUT,25616.71,C194800493,25616.71,0.0,C830552686,3380917.08,3406533.8,1
3748528,279,PAYMENT,2459.48,C964265183,0.0,0.0,M34267603,0.0,0.0,0
4763607,334,PAYMENT,15941.25,C753208560,7628.0,0.0,M1445480888,0.0,0.0,0
4388723,315,CASH_OUT,4713935.64,C791079404,4713935.64,0.0,C62464448,529413.85,5243349.49,1
6079608,520,TRANSFER,3283695.97,C649961237,3283695.97,0.0,C1812152397,0.0,0.0,1
1445723,140,CASH_IN,103950.04,C1698074598,199704.0,303654.04,C642755829,0.0,0.0,0
4128683,302,TRANSFER,35933031.22,C1248276989,0.0,0.0,C863811613,48261944.63,126437458.58,0
542541,21,PAYMENT,8247.79,C1055340277,0.0,0.0,M338260311,0.0,0.0,0
3931844,285,PAYMENT,4011.74,C1142067484,0.0,0.0,M514096569,0.0,0.0,0
2436155,203,TRANSFER,358951.08,C1506878502,0.0,0.0,C1286615126,826875.64,886052.03,0
3429671,256,CASH_OUT,70226.43,C776167152,51642.0,0.0,C381253793,0.0,70226.43,0
1673884,158,CASH_OUT,387180.45,C1249100934,19425.0,0.0,C2013185110,0.0,387180.45,0
2382177,200,CASH_OUT,159232.01,C822900325,159232.01,0.0,C98804816,0.0,159232.01,1
1029818,49,PAYMENT,3480.35,C1882905120,63862.0,60381.65,M1861931309,0.0,0.0,0
4820962,346,CASH_IN,590674.65,C1603012828,279.0,590953.65,C1938434359,462227.82,0.0,0
3897885,284,CASH_OUT,741277.85,C1679458417,741277.85,0.0,C730500505,563297.96,1126479.01,1
6186041,567,TRANSFER,1839972.36,C1811081989,1839972.36,0.0,C2017746701,0.0,0.0,1
1678627,159,CASH_OUT,301193.32,C2042509361,301193.32,0.0,C448102180,0.0,301193.32,1
2874998,227,CASH_OUT,373348.87,C558298589,5075.0,0.0,C691967035,7875155.13,8428311.49,0
1605917,156,CASH_OUT,353056.56,C1485363593,15315.0,0.0,C440293261,354512.03,707568.59,0
6298568,681,CASH_IN,230955.37,C1702818494,2285337.21,2516292.58,C1408730506,1823096.4,1592141.03,0
161056,12,CASH_IN,332542.01,C910971815,59635.0,392177.01,C1446598356,164024.09,0.0,0
6020472,466,TRANSFER,104171.37,C952245558,104171.37,0.0,C2101227966,0.0,0.0,1
2288828,187,PAYMENT,1698.79,C1810772465,62816.0,61117.21,M1168328799,0.0,0.0,0
998513,45,CASH_OUT,357836.57,C198543509,357836.57,0.0,C824285986,51217.85,409054.43,1
90071,10,CASH_OUT,93810.76,C1190429229,93810.76,0.0,C2104652067,4096048.05,4189858.81,1
236468,14,CASH_OUT,100213.75,C1248400616,0.0,0.0,C1349402229,1397213.68,1302486.35,0
2679099,210,CASH_IN,489598.47,C882038450,11850369.8,12339968.27,C1041343942,773575.86,283977.39,0
5485838,380,CASH_IN,79001.39,C1392708359,4194535.13,4273536.52,C584311735,313071.32,234069.93,0
5479610,379,TRANSFER,382469.34,C312807107,76669.0,0.0,C1060361869,310355.02,692824.36,0
4478692,324,TRANSFER,2911504.67,C1473598179,5770.0,0.0,C1938554906,0.0,2911504.67,0
5812523,401,CASH_OUT,65771.55,C892251004,0.0,0.0,C1137791885,246161.43,311932.98,0
1253468,134,CASH_IN,163516.01,C1788011511,1212571.82,1376087.83,C1636643867,5326183.38,5162667.37,0
4784795,337,TRANSFER,505580.22,C361536240,505580.22,0.0,C486742057,0.0,0.0,1
3664921,276,CASH_IN,242276.38,C985511867,461.0,242737.38,C1241003756,0.0,0.0,0
715113,37,CASH_OUT,227547.74,C1072314674,0.0,0.0,C874101950,1217849.54,1445397.28,0
4023009,299,TRANSFER,1158358.08,C1857854292,1158358.08,0.0,C1179545940,0.0,0.0,1
3139086,236,PAYMENT,2017.07,C1935023885,86466.16,84449.09,M514604072,0.0,0.0,0
3785177,280,CASH_OUT,255109.23,C1245952301,0.0,0.0,C1248318768,271476.44,526585.67,0
6039712,483,CASH_OUT,22990.73,C919319560,22990.73,0.0,C856187523,3279840.64,3302831.37,1
3765688,279,CASH_OUT,3686.79,C548249141,417996.37,414309.58,C337417992,141453.6,145140.39,0
5500986,380,PAYMENT,2907.91,C1964298099,215719.06,212811.16,M1270373855,0.0,0.0,0
4011125,299,TRANSFER,5166728.87,C811562034,5166728.87,0.0,C1606899764,0.0,0.0,1
308678,16,CASH_IN,46494.0,C1509483999,7584590.85,7631084.85,C484680653,49123.72,2629.72,0
1059547,103,CASH_OUT,1254092.1,C1741433244,1254092.1,0.0,C663883872,0.0,1254092.1,1
2976140,231,TRANSFER,317787.12,C1356517693,317787.12,0.0,C284348292,0.0,372227.52,1
6107044,525,PAYMENT,8380.88,C715107482,25215.0,16834.12,M1371057472,0.0,0.0,0
6296004,671,TRANSFER,36956.27,C958794947,36956.27,0.0,C1433224655,0.0,0.0,1
1059509,99,CASH_OUT,130653.37,C2001925235,130653.37,0.0,C238467459,89246.77,219900.14,1
1858557,164,CASH_IN,7674.92,C1024031997,8620991.41,8628666.33,C686513153,227698.32,220023.4,0
4849583,347,CASH_OUT,386153.92,C1953593635,0.0,0.0,C548056372,1131511.48,1517665.4,0
1030665,83,TRANSFER,1534926.96,C358852719,1534926.96,0.0,C361327171,0.0,0.0,1
6338172,691,CASH_IN,103130.04,C1642190777,106127.0,209257.04,C497591464,0.0,0.0,0
3756943,279,CASH_OUT,145982.36,C1179343687,145982.36,0.0,C517557051,800.0,0.0,1
6273203,636,CASH_OUT,654250.76,C1137855045,654250.76,0.0,C349558333,1218721.44,1872972.21,1
